auction_time,delivery_start,side,price_eur_mwh,quantity_mwh,level
2022-12-31 15:00:00+01:00,2023-01-01 11:00:00+01:00,sell,60.09,35.09,8
2022-12-31 15:00:00+01:00,2023-01-01 11:00:00+01:00,buy,33.68,27.27,8
2022-12-31 15:00:00+01:00,2023-01-01 11:00:00+01:00,sell,60.66,23.27,9
2022-12-31 15:00:00+01:00,2023-01-01 11:00:00+01:00,buy,32.76,16.17,9
2022-12-31 15:00:00+01:00,2023-01-01 11:00:00+01:00,sell,62.49,31.75,10
2022-12-31 15:00:00+01:00,2023-01-01 11:00:00+01:00,buy,31.98,40.88,10
2022-12-31 15:00:00+01:00,2023-01-01 12:00:00+01:00,sell,46.06,40.72,1
2022-12-31 15:00:00+01:00,2023-01-01 12:00:00+01:00,buy,37.77,13.12,1
2022-12-31 15:00:00+01:00,2023-01-01 12:00:00+01:00,sell,47.99,49.38,2
2022-12-31 15:00:00+01:00,2023-01-01 12:00:00+01:00,buy,37.19,23.08,2
2022-12-31 15:00:00+01:00,2023-01-01 12:00:00+01:00,sell,49.57,8.37,3
2022-12-31 15:00:00+01:00,2023-01-01 12:00:00+01:00,buy,35.39,7.33,3
2022-12-31 15:00:00+01:00,2023-01-01 12:00:00+01:00,sell,50.99,30.11,4
2022-12-31 15:00:00+01:00,2023-01-01 12:00:00+01:00,buy,33.67,47.75,4
2022-12-31 15:00:00+01:00,2023-01-01 12:00:00+01:00,sell,52.12,19.66,5
2022-12-31 15:00:00+01:00,2023-01-01 12:00:00+01:00,buy,31.67,30.7,5
2022-12-31 15:00:00+01:00,2023-01-01 12:00:00+01:00,sell,54.02,48.53,6
2022-12-31 15:00:00+01:00,2023-01-01 12:00:00+01:00,buy,29.68,12.2,6
2022-12-31 15:00:00+01:00,2023-01-01 12:00:00+01:00,sell,55.82,42.26,7
2022-12-31 15:00:00+01:00,2023-01-01 12:00:00+01:00,buy,28.34,33.91,7
2022-12-31 15:00:00+01:00,2023-01-01 12:00:00+01:00,sell,56.39,42.08,8
2022-12-31 15:00:00+01:00,2023-01-01 12:00:00+01:00,buy,26.69,31.29,8
2022-12-31 15:00:00+01:00,2023-01-01 12:00:00+01:00,sell,56.93,23.97,9
2022-12-31 15:00:00+01:00,2023-01-01 12:00:00+01:00,buy,24.77,18.55,9
2022-12-31 15:00:00+01:00,2023-01-01 12:00:00+01:00,sell,57.99,21.33,10
2022-12-31 15:00:00+01:00,2023-01-01 12:00:00+01:00,buy,23.0,6.56,10
2022-12-31 15:00:00+01:00,2023-01-01 13:00:00+01:00,sell,48.45,38.0,1
2022-12-31 15:00:00+01:00,2023-01-01 13:00:00+01:00,buy,40.63,25.11,1
2022-12-31 15:00:00+01:00,2023-01-01 13:00:00+01:00,sell,50.11,31.4,2
2022-12-31 15:00:00+01:00,2023-01-01 13:00:00+01:00,buy,39.6,13.65,2
2022-12-31 15:00:00+01:00,2023-01-01 13:00:00+01:00,sell,51.39,35.5,3
2022-12-31 15:00:00+01:00,2023-01-01 13:00:00+01:00,buy,38.33,23.5,3
2022-12-31 15:00:00+01:00,2023-01-01 13:00:00+01:00,sell,53.17,11.44,4
2022-12-31 15:00:00+01:00,2023-01-01 13:00:00+01:00,buy,36.66,49.02,4
2022-12-31 15:00:00+01:00,2023-01-01 13:00:00+01:00,sell,54.49,7.68,5
2022-12-31 15:00:00+01:00,2023-01-01 13:00:00+01:00,buy,35.56,25.14,5
2022-12-31 15:00:00+01:00,2023-01-01 13:00:00+01:00,sell,55.84,1.71,6
2022-12-31 15:00:00+01:00,2023-01-01 13:00:00+01:00,buy,34.13,17.11,6
2022-12-31 15:00:00+01:00,2023-01-01 13:00:00+01:00,sell,57.65,18.18,7
2022-12-31 15:00:00+01:00,2023-01-01 13:00:00+01:00,buy,32.34,32.04,7
2022-12-31 15:00:00+01:00,2023-01-01 13:00:00+01:00,sell,58.76,29.91,8
2022-12-31 15:00:00+01:00,2023-01-01 13:00:00+01:00,buy,30.41,12.77,8
2022-12-31 15:00:00+01:00,2023-01-01 13:00:00+01:00,sell,59.46,20.22,9
2022-12-31 15:00:00+01:00,2023-01-01 13:00:00+01:00,buy,29.69,4.72,9
2022-12-31 15:00:00+01:00,2023-01-01 13:00:00+01:00,sell,60.0,22.44,10
2022-12-31 15:00:00+01:00,2023-01-01 13:00:00+01:00,buy,27.8,7.32,10
2022-12-31 15:00:00+01:00,2023-01-01 14:00:00+01:00,sell,47.68,5.35,1
2022-12-31 15:00:00+01:00,2023-01-01 14:00:00+01:00,buy,43.31,24.74,1
2022-12-31 15:00:00+01:00,2023-01-01 14:00:00+01:00,sell,49.53,6.91,2
2022-12-31 15:00:00+01:00,2023-01-01 14:00:00+01:00,buy,41.5,31.29,2
2022-12-31 15:00:00+01:00,2023-01-01 14:00:00+01:00,sell,50.74,23.58,3
2022-12-31 15:00:00+01:00,2023-01-01 14:00:00+01:00,buy,39.62,19.08,3
2022-12-31 15:00:00+01:00,2023-01-01 14:00:00+01:00,sell,52.24,11.11,4
2022-12-31 15:00:00+01:00,2023-01-01 14:00:00+01:00,buy,39.03,23.66,4
2022-12-31 15:00:00+01:00,2023-01-01 14:00:00+01:00,sell,53.0,18.85,5
2022-12-31 15:00:00+01:00,2023-01-01 14:00:00+01:00,buy,38.11,37.63,5
2022-12-31 15:00:00+01:00,2023-01-01 14:00:00+01:00,sell,53.79,25.67,6
2022-12-31 15:00:00+01:00,2023-01-01 14:00:00+01:00,buy,36.41,2.8,6
2022-12-31 15:00:00+01:00,2023-01-01 14:00:00+01:00,sell,54.35,34.83,7
2022-12-31 15:00:00+01:00,2023-01-01 14:00:00+01:00,buy,34.78,13.37,7
2022-12-31 15:00:00+01:00,2023-01-01 14:00:00+01:00,sell,55.1,2.93,8
2022-12-31 15:00:00+01:00,2023-01-01 14:00:00+01:00,buy,34.01,35.95,8
